subscription_id,user_id,plan,start_date,end_date,monthly_revenue,status
78146b62-d003-4d87-9fa7-4a4ec22454bd,cee0d069-18ad-4c8e-b1b6-bd54ba7f1d7c,pro,2024-02-20,,49.0,active
71e7ed83-bf5a-4973-a05a-655b745d9184,c330aff3-f58d-4f0b-b71f-d048d34c1b95,pro,2024-03-04,2024-06-19,49.0,canceled
87fc1995-3398-44c6-975a-cd434d74494b,2950d010-300c-4b30-acdf-f7145f63130e,pro,2024-03-06,,49.0,active
29f3970f-a6d6-410c-b270-b34c80fc5966,9189f214-f454-446d-886a-12118822701f,pro,2024-02-22,,49.0,active
c602b236-94be-4710-b1b9-406fe234480b,59b79c91-8049-446a-a99f-9f565723e57d,pro,2024-02-21,2024-05-15,49.0,canceled
ca36d367-ceb7-4681-a486-d84f39d2240d,18d4734f-1d80-4027-8a25-18b041d2fca0,pro,2024-02-22,,49.0,active
c163b4c4-2efa-491a-97ba-3df227001806,9abb0481-42bf-4cd6-858d-48b67805cc92,pro,2024-02-09,,49.0,active
03ee388b-c828-427d-8f48-246d4be4378d,45219df5-6ce3-4153-92a0-9e65ac4b73ed,pro,2024-02-16,,49.0,active
dd40f092-13f4-4af8-ad6a-7e71695157d7,18773655-7642-48f9-9d67-bed260ed1805,pro,2024-02-16,2024-04-30,49.0,canceled
ac86ccbb-34b0-45c0-907d-244e67e5725f,02d76f88-7fb7-4423-8328-9b8dc2fa5123,pro,2024-02-28,,49.0,active
bb5222d7-3eb2-4c96-9c97-86e2ad6d626b,409e7264-828b-4088-a27e-2696ff5ec624,pro,2024-02-20,,49.0,active
42fbfda5-fb0c-4b3f-b1e8-056f67474c1a,86c83b33-e6d1-4525-b163-82bbee57018e,pro,2024-02-23,,49.0,active
9b707082-6931-480b-926f-45d33d5e2581,daebfde9-3563-4a25-adf1-762d8c5e3481,pro,2024-02-29,,49.0,active
37b378dc-c5f3-4dee-a314-2284181310d4,74bb5950-54dd-48f4-b633-a07556171169,pro,2024-02-26,,49.0,active
014c29b1-cd6d-4b1e-88df-6ab921d3a886,ffdfbf24-340f-43b4-9c3f-32dd73682b18,pro,2024-03-03,,49.0,active
08170d53-8bac-47e1-ba47-9d5fa56b10ca,b86b45da-3bf4-427f-8b07-2f09fa547c33,pro,2024-03-04,,49.0,active
72a02876-3801-4e1b-97a5-3ed732f48ec7,d66d0dbf-3f4c-42f3-b3b6-4884ab281dcb,pro,2024-02-16,2024-03-29,49.0,canceled
f6613ef1-5be5-45b6-889d-491533c88bad,46917f56-445d-4ae9-ae73-10a5573aa964,pro,2024-03-07,,49.0,active
00c90bb4-912a-44b6-9aca-b41fa3caab70,1853fb3e-d58b-4334-9f67-8905828b86b9,pro,2024-02-12,,49.0,active
c05263cc-f28d-41ac-9940-5ccaa6edd9c2,9258429e-5ec9-463c-833d-f7a2e1a08558,pro,2024-02-27,,49.0,active
f2af36d9-3643-40e1-9fea-0fcbfeff75a2,b81005ff-74ff-4cc0-b6f5-c97aeea94045,pro,2024-02-17,,49.0,active
3d4a3d61-9a4a-4528-8641-81c1ee074371,cbb2d0fe-ccff-441b-a192-c01addbd8f80,pro,2024-02-22,,49.0,active
b1ce3c52-f629-4722-a325-99fa7c102856,5e39a504-3a7a-4a99-bf7d-2c34d009fa55,pro,2024-02-13,,49.0,active
cc40db34-1d8e-403c-b827-e2a054e90a75,b60442e6-9eec-4b16-990f-e139f56b2f8f,pro,2024-02-24,,49.0,active
f2574999-e418-415e-80d7-d4e17a5a9cbf,2d96783f-0501-4327-86a1-13caa9344279,pro,2024-03-15,2024-04-23,49.0,canceled
c96bf63c-371a-41ce-8127-6918929f129c,abce59a6-f914-4505-a86d-1c4895749bc0,pro,2024-02-20,,49.0,active
51ee7049-d6ac-4038-a661-a412ddc464d7,5ba0b34f-cca2-453f-ab22-15c992f3a991,pro,2024-02-29,,49.0,active
234f170a-e1a0-4f77-aee1-1a64486ec279,b91ed351-4284-4bb5-957e-a9f4b95928a2,pro,2024-03-05,,49.0,active
c0ddc3c4-dc05-4b1a-8f72-901f4c8aa69c,cbac203b-0d00-4389-bf10-c443dd0f4012,pro,2024-03-11,,49.0,active
5c68e76b-b911-4834-b815-d9be1db9a72c,a882bea8-79a2-4b42-9a40-499e7004ecb2,pro,2024-02-05,,49.0,active
2790f10d-8b8e-4ca2-9b44-b1057c9ce2d1,75d55404-25bc-40a9-a9d6-11883d4f016d,pro,2024-02-29,,49.0,active
764ddd7e-822a-4104-b170-0e96b049ab41,f3b6f8c6-0c7a-428d-8531-8f5de954bbbd,pro,2024-02-14,,49.0,active
cc7e31fe-07dd-46a4-8f72-175a9749ddd4,ae74cd61-3be0-4d3d-9163-b98b3bdd2b39,pro,2024-03-13,2024-06-20,49.0,canceled
0b409236-cc53-4844-ad7a-822769693104,94b3d085-48b2-4af0-afa6-c1a165414a46,pro,2024-03-09,2024-04-29,49.0,canceled
e1df24b9-2343-4601-9766-7c75d35a9a3d,57a209d0-2b34-4ceb-80ae-ed3d1570d270,pro,2024-02-01,,49.0,active
77f36b84-5e37-43de-89dd-a9df19acda1c,411ef5b2-ce36-4e16-ab0b-a0621d695bd8,pro,2024-03-29,,49.0,active
89ebafe1-07ee-49f9-b7cc-2b76c1595d3a,f9d28b36-7144-4f00-b037-81def918129c,pro,2024-03-06,,49.0,active
1801a834-59b0-4771-8de2-27b7aba17d90,72983970-1d8e-42a1-ac6c-09217dec2aac,pro,2024-02-16,,49.0,active
a618371d-ec24-44aa-9cd6-ae7183c520d9,0c64e3e2-202f-43cf-b9bf-3fe1276b39d2,pro,2024-03-16,,49.0,active
c014cbaa-36c4-4503-bddb-6427456cb915,131b7f88-988b-4db4-a988-45f3e643bb6f,pro,2024-02-20,2024-05-10,49.0,canceled
73593cc0-ac9b-4cbf-8752-27be82325089,75b491e6-e81c-4b9b-8ec9-1f1520444389,pro,2024-03-09,,49.0,active
095f181d-0300-4a96-a91e-4d4221699bf6,22d17394-ad54-4d64-8a43-7ec599f60ac6,pro,2024-03-06,,49.0,active
f1c346f5-7977-40d7-a9d0-bd7311081291,9d00c489-fbc7-471e-9982-57a722e8ed24,pro,2024-02-22,,49.0,active
0cae79d3-3e05-4c45-868c-ddfa88614532,6f593629-1ad2-47fa-b160-b709486e48c5,pro,2024-02-29,,49.0,active
458b492a-41a1-46e7-8610-9de2ff238689,f2ccb8bf-3035-41e7-92fb-577d98199924,pro,2024-02-26,,49.0,active
de341add-6764-4c38-8ef1-d08b68ae7a1a,1b146567-2b89-4f19-a8cb-1fe9669e9bd3,pro,2024-03-01,2024-05-27,49.0,canceled
79f0b90a-3eb0-4724-bf72-5aef7bd13f7f,81dbe8b3-a1d4-46c9-b0da-675ef33cb94b,pro,2024-03-05,,49.0,active
e00588ea-c0d1-46e3-8158-bdd6cd771438,ed434caf-fdde-4675-b186-41d24ad0cf8d,pro,2024-02-20,,49.0,active
0258b1f8-c64e-4373-bf9e-c0b9aacacbe6,958c75fe-6af8-42ff-9c13-d197f69ad9e1,pro,2024-03-11,2024-05-29,49.0,canceled
2efac90d-dad6-4e5e-82c6-b50895235105,93dfe1d5-41c2-4eb9-a8a3-75ee2480c49c,pro,2024-01-30,,49.0,active
ed70e6fa-32d8-4bdb-970f-6089c3a6d0e2,cafeff36-8a3b-43ee-976c-9f3cc8ae8324,pro,2024-02-25,,49.0,active
55906e57-d9bc-4b14-9c4b-f9ba67a3e361,0020ef11-5642-4bd1-8fa6-588f7735774b,pro,2024-02-19,,49.0,active
5f5a2cab-50db-4918-bd5d-3667e93deb53,e8d926c0-ba71-49ef-bab6-0db379194662,pro,2024-03-04,2024-05-09,49.0,canceled
8d23e795-40c9-4b92-84f2-057d21eda0eb,a1bf46b4-3731-4e03-8352-aab4cc29b6b5,pro,2024-02-29,,49.0,active
024088dc-1414-439d-957d-e575fac429b2,ae69f9e3-7b2f-4857-a76d-26541b9a27ac,pro,2024-02-23,,49.0,active
9826bd75-625e-4ba6-9e8b-84731dace7a3,8724181a-a497-4905-ae61-bc01aee67f64,pro,2024-02-25,2024-06-06,49.0,canceled
95eecadc-1155-47e4-adbf-dbf516c3cdf8,2212a0b0-2ac1-4dec-aa97-b1492caa07a2,pro,2024-03-07,,49.0,active
832dcc41-a23f-457b-95a1-58387ea1629c,2ca6dc22-265e-46bf-87d0-e319d10fa9c0,pro,2024-02-25,,49.0,active
d1453a79-af9e-4991-a233-edfca344562d,69d9cd6d-8c07-4b9e-ab50-cadd77a2360e,pro,2024-03-07,2024-04-15,49.0,canceled
5461cf4f-03c9-4bdf-bc7b-aff2db5b21aa,ab1cf260-d222-4443-b28a-b1f1190d3f16,pro,2024-02-21,2024-04-10,49.0,canceled
17eb99d3-79b9-4eca-8d23-0198ac42954c,17f20b84-ea27-4477-a3eb-0c8de0b8a39a,pro,2024-02-14,2024-05-18,49.0,canceled
5d6ec6ed-a26a-4550-822c-60fcf215cbb3,b6ced040-02cf-4dbc-af55-9cff20c809e9,pro,2024-03-15,,49.0,active
0624a43d-d142-46bd-8a40-a5ba055c6fa6,fde7b592-f5a3-4b67-8bca-f179422ceb07,pro,2024-02-09,,49.0,active
271837f7-7256-4955-9e0b-09ea179ae7a9,69f1a373-9c76-4f43-b038-36937cbc945c,pro,2024-03-18,2024-07-15,49.0,canceled
5f55ad42-605c-4994-83b6-dd35f9c5660f,e7c44402-f47f-454d-8f50-fe67688784da,pro,2024-03-02,2024-05-22,49.0,canceled
089ce51f-5dbb-47ba-ace1-4c2b62b60c9a,a0738165-efab-411f-80e3-7afdcb680439,pro,2024-03-07,,49.0,active
31af0f76-61ba-4bbc-ae20-1c737c2fbf90,d38363a7-35b8-4796-93dd-c6571ffc9bfa,pro,2024-02-10,2024-04-07,49.0,canceled
5b63dad5-3f6d-4ac6-9d20-cdadeaf30396,0ea29afa-4302-4d24-8115-7d926896cbc4,pro,2024-02-14,2024-04-18,49.0,canceled
fcbb6daa-0537-45ad-a41b-7c55291fb7be,690f7e80-07c6-4430-ad5f-719ff46caa83,pro,2024-02-20,,49.0,active
a3688465-2e2d-4e74-9e4f-d94404bf6b55,42400d51-6296-4c64-bd5a-26532b0d4a28,pro,2024-02-10,,49.0,active
76c97fbf-cb5e-42a9-a6c9-c34f4b7a2786,6c427538-91be-4198-804e-de7b00205cc5,pro,2024-02-13,,49.0,active
d25726f9-9135-42c1-a9bc-66acf13acc86,6ec864cf-ebd9-48df-9a9d-4ef83a551baf,pro,2024-03-11,,49.0,active
b9b7f568-240d-4bcd-9db9-bce84df407e0,8936cf9f-1e9b-46bf-8321-8e78cf7b532b,pro,2024-03-01,,49.0,active
2db3ab8d-7230-40f2-a9e3-66216c604d9d,6b7190b0-b2bf-4c1c-a99d-31b9bc758f83,pro,2024-02-19,,49.0,active
8768608d-1cba-44a5-8037-bea66f5af446,c6fcf972-0509-4826-ab57-cfd69a5a5318,pro,2024-02-22,,49.0,active
e980aef1-7793-4d97-9aca-146f0e645f5a,5387613e-3d47-4c44-93bb-e11729925fbe,pro,2024-03-14,,49.0,active
7413020a-6482-45dd-a0b9-c624ef4e2926,f11042a6-8f4f-40b4-a92b-a290b644cb12,pro,2024-03-04,,49.0,active
426968b9-db39-4803-85f6-e21085c401ad,39516649-994f-49ee-b7c6-fe0e63c0a905,pro,2024-02-11,,49.0,active
b09c26ac-0307-49e6-9cf4-f4ca3a9cd2d5,38bf69e4-d75d-4542-b81f-0ed52e23a6f0,pro,2024-02-12,,49.0,active
2baf4413-3c04-488d-8802-f1ea78d72be4,83dd5192-336e-4029-a5dd-08a08895cac1,pro,2024-02-14,2024-04-19,49.0,canceled
c81bde59-486c-4a54-990f-3ef63481cee0,66c4f04b-f2b5-4c2d-ab7d-e0723454d2a1,pro,2024-02-09,,49.0,active
cd3d4e3f-7081-4659-99b6-2e895f0b1baa,3bae6aa2-3908-488f-9bc5-1fde4a4f8b47,pro,2024-03-02,,49.0,active
c31575e0-4c39-4f69-b6dc-0764ade2c3bc,9f4d3e16-ca76-49e8-8804-4bb9bca0fd23,pro,2024-02-17,2024-04-12,49.0,canceled
08967ec3-94ac-444f-b494-43a9baeafacb,bd42d65b-db7b-4061-a8b0-402e3c8d35b1,pro,2024-02-19,,49.0,active
b9ad160e-45ce-47d4-8c45-cb84348e4ca0,780bbe29-3a3b-4989-8482-93d3108a9571,pro,2024-03-27,,49.0,active
a176881b-6227-48ab-b186-3c4e04129ca3,5a54ff3d-a920-4dc9-b055-830e4475f780,pro,2024-02-22,2024-06-19,49.0,canceled
027f639c-dbbb-4505-9b72-56814f637161,0ec5d3fa-d431-40d0-ac30-19a993d76782,pro,2024-02-19,,49.0,active
55c00fea-da76-4a86-91fa-a03a025073a0,7d33be53-b970-4b73-9637-4bef8531e373,pro,2024-02-29,,49.0,active
0607f015-dae9-4108-a139-a5aa235db28f,55ac00e2-7259-402d-ab01-2eb5306ed643,pro,2024-02-13,2024-03-24,49.0,canceled
ed5272a4-f76c-4c37-9e31-01d77c7060d3,3f9924bc-47de-4d2f-8f2d-26a6ed182211,pro,2024-02-13,,49.0,active
2235397a-5df9-4a65-859e-cb3d9b5b5b7f,bc1ef82d-3b8f-42e6-92ed-40e1f1520ee9,pro,2024-02-20,,49.0,active
497e875e-285f-4c56-b204-b0f6b345db9a,c371af67-0966-4e8a-afeb-50358a18ef55,pro,2024-02-23,,49.0,active
3ec5a6f5-0c3a-4ac9-8b14-e76f7a66d29f,b5cee6e5-aa02-4730-a80c-3bdcd5e41936,pro,2024-03-04,2024-05-09,49.0,canceled
b8a052a0-4f96-4962-96f3-8b5f249519d2,711cf3c6-6ee1-4631-9ecf-3d2c40b864ec,pro,2024-03-09,2024-04-19,49.0,canceled
be69923f-9d82-4dac-9fbf-f9f756d03590,6ac171e0-7783-4147-af06-5bce7aa62e18,pro,2024-02-08,,49.0,active
bdebbdde-fa57-4e64-8b54-b7a7befc5752,5a5a507a-3cdc-4dbc-a15b-cad6fbc406ea,pro,2024-03-12,,49.0,active
9f822fcf-ff43-4a0f-9a75-7290ef9a8cbe,baa4edc4-f2b3-44c5-822d-975a622d257e,pro,2024-02-26,,49.0,active
fea47d14-8c03-4cac-b911-706e00d64728,97ffe28b-e2bd-4add-8755-bf71f0802cf0,pro,2024-03-06,,49.0,active
cc35338f-0f58-472c-a953-96962c337d6a,025b3993-6d51-44b0-8ad5-d3bb8d09d7c2,pro,2024-02-28,,49.0,active
fcc593fc-6608-4bd6-b40b-4a9f0d0ff365,0fe0aa54-ac40-4922-9cb1-c4fdca1e8dc9,pro,2024-02-26,,49.0,active
81a14fe1-4a7f-49e7-8458-df34f2ddb6bc,9cd8262d-28f1-432c-82db-5c3372e2c1c4,pro,2024-02-26,,49.0,active
bb5a1495-9168-404b-a2af-860de842d685,410d9016-45bb-474b-9f31-68c4a6965257,pro,2024-02-17,,49.0,active
a741662b-d24a-4b47-9a94-ada299900ea9,fb93c8b4-7d56-4007-9c21-60391a44018c,pro,2024-03-12,,49.0,active
e453a1f3-ba79-4cf9-bb4a-2053afce339f,9ff381e4-20a2-497f-9db6-fd6ca7d77a17,pro,2024-02-11,,49.0,active
feaa97fb-ec24-4611-a644-e61fa2d6c51e,81782dba-6c07-4217-8a5d-4e80be099049,pro,2024-02-08,2024-04-17,49.0,canceled
724c7211-217b-4f1e-910b-13f5d2401f55,4b5e23e8-4982-4b7f-8d42-ac9084050429,pro,2024-03-13,,49.0,active
5edb5e40-4350-4b9c-b7d2-de69e848fede,7fb30320-5a0d-4f4a-931a-80c4f0e4f2e0,pro,2024-02-09,,49.0,active
02edc1ab-8d06-4ddf-991c-f00221f52d29,fc3f9197-915e-4d71-8110-d87f2754b9d7,pro,2024-03-02,,49.0,active
9f251685-b589-426e-96f7-948d00d46093,880edbb1-ad86-4e8f-a823-6cc4cd57f567,pro,2024-02-08,,49.0,active
daaa35c9-cb23-4d87-9779-e3c688c07941,45aa6b8d-da53-4155-adcc-d36a375234e5,pro,2024-02-17,,49.0,active
3f1c2a92-3d76-4789-8120-ef82f0a28685,92469432-4b54-459e-ad2c-18ce1e3caa8a,pro,2024-02-22,,49.0,active
eda5fa9b-6337-46e6-a4af-d23ce40a22db,7f75f144-e5c0-4f96-8783-82ceb0016bf0,pro,2024-02-22,,49.0,active
d0639a5a-024c-476a-a536-40fc971c9b67,3165bec2-76b3-40d6-8c51-7fd24a40075e,pro,2024-03-08,,49.0,active
db246070-9acf-411b-bde0-234f4e453b9c,ffeae8b4-1e3e-4c4a-930a-e6dcc7ede2e5,pro,2024-02-13,,49.0,active
05bc8ff5-90c7-42a0-b234-733afd58639a,d9dd592a-6a3b-4b53-8979-37a788e90e7a,pro,2024-03-15,,49.0,active
24476214-14cd-42b9-ab6e-d72eb4d01629,a18b6222-d8f6-4ac8-b538-f0468bb745da,pro,2024-02-23,,49.0,active
45c24767-696b-4c2b-93b0-5d231fccd5c8,3f82eb83-5600-4331-893d-b6af643cfdd9,pro,2024-02-28,,49.0,active
e40b90da-0d9b-47c4-aff4-ab852b091cbf,87c91f0c-7f5b-4a83-86d9-bf9bf7104d0e,pro,2024-03-11,,49.0,active
51de97c7-8f4f-49c6-bc2b-dce89187a71d,7d36138d-0916-43a5-ad25-ef072f785fe0,pro,2024-03-05,,49.0,active
4103e309-bb6e-4fd0-963a-e3ce8b12aed2,b362abe6-e04c-4f0e-ae2f-bee0200f9c95,pro,2024-03-09,2024-05-28,49.0,canceled
d215d4ad-cbbc-45c2-a1a0-a215eeb92da6,3fd37d3f-5453-429b-8f76-7811d8b5b951,pro,2024-02-04,,49.0,active
c497fc6e-c649-4eed-a814-26110aee4c49,6b4a355b-c522-40c5-929e-aa81a7b77b1e,pro,2024-02-21,,49.0,active
fd3f3531-e98a-44c1-8b11-0c960eed4e50,ed6e3665-36d3-4e75-b0ea-bf6846a490ba,pro,2024-02-10,,49.0,active
dfa395c8-20ee-4a5c-a38f-1c72db8e1101,f97d4134-22d4-4f25-ae4c-3a058669fc16,pro,2024-02-20,,49.0,active
f390f83d-907a-410c-b80b-4a173913d5f4,680fafca-313e-4c35-9e29-87674cab05a6,pro,2024-03-01,,49.0,active
b593f468-4275-4df2-b556-253787776c8c,bcb41eb2-e7ad-4c53-ae88-4483255556be,pro,2024-03-19,,49.0,active
3f14df7f-8706-41e4-b26d-8ae7b877f845,4d517dd7-857b-4d9b-b6ef-fa4718a6f42b,pro,2024-03-11,2024-05-15,49.0,canceled
ce46be9f-2945-4c22-a99b-0474f551fde8,06fec933-888c-42ca-9938-4942ca093fd6,pro,2024-02-21,,49.0,active
ae0d78b0-56ee-407b-9320-ec50f22f2645,5de8a4c0-95d8-484f-92a8-754a1e141c36,pro,2024-03-06,,49.0,active
70781062-b6c9-4828-b9d3-5067fb353051,af7a05fb-6796-4c6d-b28a-025b3b4a799c,pro,2024-02-13,2024-05-26,49.0,canceled
fb73e539-e255-4f61-ae43-39bb56984b07,d721e3f4-1ed2-426d-9c09-4b85e8738df6,pro,2024-03-01,,49.0,active
89730028-4a0b-4a90-9747-6772d4f2045e,4556db25-0b80-4725-aa84-251ce4bde404,pro,2024-02-22,,49.0,active
885439be-be6a-49ba-a590-d55913e47bfa,45101cde-eb99-48db-8a47-c4f60c5b145c,pro,2024-02-19,,49.0,active
8be16c23-99ab-41d4-b73b-fee402d69446,ecc62ab7-7c04-4c7e-b9cf-62569a7e79ff,pro,2024-03-01,,49.0,active
c59e891d-ed35-4aec-949d-328b68ffc1d1,44b5ab71-6b0d-42ff-935f-2cea75c8cbb2,pro,2024-03-16,,49.0,active
5caab9ce-ebcc-4a34-97e7-83ca65cd606e,aa51172f-3c75-462e-bafc-9ea34e7741c8,pro,2024-02-16,,49.0,active
9fc6fc42-671c-437f-af22-3e09876ba7ec,46365350-9b50-48f2-a1d5-fd67c60ca644,pro,2024-02-19,,49.0,active
d53ebde7-62a7-4fc0-b12e-3af5fb49b537,4ddd65be-219b-4b88-8149-1b7326d32d57,pro,2024-02-27,,49.0,active
4e234269-92b5-4cf1-85fe-7e9973549c46,148f92f8-026c-4ed3-a5d2-b6650a5c10d9,pro,2024-02-22,,49.0,active
c112e16e-3cd4-4e48-aada-c2e37c61e027,d1641294-7823-4e43-834a-5a5d035e53d0,pro,2024-02-21,,49.0,active
4e9de9cb-f0a5-4fc6-b903-51a09f811b53,0eefb902-71bf-48d6-b38e-30ba61d4a20f,pro,2024-03-07,2024-05-31,49.0,canceled
a80fa73c-49e3-468e-a36e-475f8056c37c,aaaa7059-e099-4251-95e8-ffa3bda5082e,pro,2024-02-24,,49.0,active
216630f4-8648-4c66-b938-5981a20184e8,83571760-58b4-4227-8090-15aab0b3eafd,pro,2024-02-08,2024-05-18,49.0,canceled
92963546-89d6-40ed-b93b-3c78eaa2a275,1644fcdf-6217-4e7c-8554-f02e39403efa,pro,2024-02-16,,49.0,active
b7908523-a223-4086-a274-039623855f17,924cf4c4-1727-423a-86eb-c1274640ff17,pro,2024-02-24,,49.0,active
7c98e876-68d7-4359-95ae-aaf156e9b110,74b7eb93-950c-4886-b1b2-eb2408225682,pro,2024-02-11,,49.0,active
f9a2549f-1955-4262-ba04-2cfbef2f8b1f,c8f8a53f-16a1-4e3c-a65d-b3acded50076,pro,2024-02-20,,49.0,active
f5bbbae7-3b76-49fa-8706-b8e08272ddd1,7e2e7148-8585-40f1-b92b-0b6f505cca16,pro,2024-03-04,,49.0,active
8df039f1-91c5-4c9a-9b50-690a89862ae1,60781276-75d3-477b-943f-34b7da9caf9c,pro,2024-03-06,2024-06-05,49.0,canceled
f911e223-ca6e-4e6c-82d3-48e02b3601d9,78ffcd77-9527-4371-a88c-8f55383833e0,pro,2024-03-07,2024-04-22,49.0,canceled
ac96f31c-d312-40e5-9fdf-fa0d81a151a8,1f2768cc-1591-4a2c-8dbd-94061509d945,pro,2024-03-06,,49.0,active
b328441d-6f58-4d06-8ba7-9514b7ad6fa1,bbbc596f-3369-466a-b699-e9c91de46f01,pro,2024-03-07,,49.0,active
8e03e7ee-a0d9-486d-88c8-0b745bc2b965,953fbe8e-3ff5-4571-8453-af2cc701310a,pro,2024-03-05,,49.0,active
5b5f5526-cd3a-4953-bf76-e4a37ec2632d,8ff5c401-f3e5-46c3-b85a-319cabe49383,pro,2024-02-28,,49.0,active
5a51ed5b-502a-4cf1-bacb-393f7d3a23e3,27f2cf2e-b474-4fdb-9e53-482d36444785,pro,2024-03-05,2024-04-05,49.0,canceled
665eeed7-0047-43e6-a9b0-cd9582072a5d,346f9d85-81d3-4370-8170-28bb9711616c,pro,2024-03-20,,49.0,active
7ff2933f-def2-43c7-ab11-becdf3b42189,41cab009-344f-4b72-a351-cc34cf049b99,pro,2024-02-09,,49.0,active
6224f768-1b9b-4c0e-84ec-bfb92a56fbe0,de08f7a2-086d-4772-89ba-fe6f94e40b36,pro,2024-02-05,,49.0,active
6c85b223-e720-492e-abf0-86113005c0cd,bffb753f-056a-4fd0-9b91-88ca56d4a4c9,pro,2024-02-09,,49.0,active
99d56292-ac57-4c83-aedb-5f0e9148deee,81e3d1ff-008a-4700-b460-91616695a050,pro,2024-03-13,,49.0,active
ce3667ff-31ba-43fa-b62c-ad90d481e06c,f1954dd7-7494-4208-8ae0-3ed48e7b4379,pro,2024-02-27,,49.0,active
b6f24e28-274e-48f4-879d-f871c8980315,204765b6-2031-41cd-96cd-71270a201195,pro,2024-02-24,,49.0,active
84044671-583e-4156-9975-56d2a4ff6197,33c39555-c382-45e4-b0a5-7c6a09b6a6dd,pro,2024-02-13,,49.0,active
6956066e-a5c3-4b9b-bf78-9d8302366b9f,1f14f192-3068-4977-96a7-8258850885e2,pro,2024-02-27,2024-06-25,49.0,canceled
4887f593-d8b8-4a04-a425-464c932cf1ba,158188d9-784e-4c9e-baa5-7c0ab417b201,pro,2024-02-14,,49.0,active
f8afff50-496c-4a81-9539-5d2f4634c190,1ccf1f6c-49ef-4775-9ddf-fea18840e70c,pro,2024-02-19,,49.0,active
6569edc8-a91d-4b4e-a141-d2355f0b64a6,ac771cef-8533-4139-b5e0-fb16a829065b,pro,2024-02-25,,49.0,active
5f63c392-a693-4fb2-a4a5-6aa0386f7002,0a7f50b8-ae32-4c57-ab2d-256b2baf2472,pro,2024-03-06,2024-06-08,49.0,canceled
567a9d46-ed59-4090-99a4-3bac033d6663,2c984b9b-fc8b-48c0-a40d-20fda91f9d57,pro,2024-02-10,,49.0,active
9ac8ed95-9b75-477c-99e4-ceccabb8d3f0,148464a5-569d-4d96-8aee-c8394234c4e6,pro,2024-02-20,,49.0,active
060a248d-f48f-46f2-93c6-ce2408cad258,18740e96-d61d-4662-b6ae-41d76347096a,pro,2024-02-23,,49.0,active
c9ae264f-1b36-41f3-aef7-7ca1d69458d8,3c505a8e-bf22-40bd-a36e-0a5d03295f40,pro,2024-02-06,,49.0,active
