user_id,signup_timestamp,acquisition_channel,country
6bc6951a-1d24-40cb-855c-112942f467d7,2024-01-26,referral,IN
623353b3-cc97-4134-b341-fcc2b928f517,2024-01-30,sales,IN
ace90f5b-014d-4277-b786-fcf5bafe4455,2024-01-23,sales,GB
2aaed1ae-4540-4dfb-8521-8e4f233a8177,2024-02-11,paid_search,CA
9f3e3a12-49a2-40d7-874b-9254cff80a85,2024-01-31,sales,US
83618463-196e-4a27-ac53-e1c3ca4fea35,2024-01-29,organic,US
e40b7a15-b143-4a34-be83-c17795567954,2024-02-14,paid_search,CA
20bcfaba-af6a-4090-9f7f-5a42871b4eac,2024-01-31,sales,IN
9e4add7f-bf5f-4743-9086-99acfafb17e5,2024-01-27,organic,DE
4665979b-6761-4090-8996-eced020c7707,2024-02-02,sales,IN
8bf557b3-0797-4273-b7c9-7ce6abbc881a,2024-01-19,sales,IN
bd6aa7b3-dff2-4b18-aa0c-9858239604df,2024-02-09,referral,IN
073d2aa1-92e4-430e-bc74-846b95fdd369,2024-01-24,organic,US
1313c121-fbb6-441e-9797-ee6e1909efc9,2024-02-03,referral,GB
cff0a4cd-8abd-48db-bc53-b0be9648f023,2024-01-26,organic,GB
6647eb1f-6d6f-48f2-ab56-02dbf8e44892,2024-01-29,sales,CA
90a25328-2bfa-47da-b8ea-b1bb1d38e913,2024-02-02,sales,US
c920b76c-25ed-403a-8462-839d3f3650b4,2024-01-28,referral,IN
fdb32157-5b56-4943-b533-8b53bd159772,2024-02-03,paid_search,IN
b51fc1a6-7f47-43bc-90df-9b89e25ca8c6,2024-01-31,organic,GB
46d82318-4657-446a-a4ab-e68c55c5e541,2024-02-02,paid_search,CA
a4ef6efd-a09e-4274-963d-0c4e9712dd32,2024-02-03,referral,CA
d61890a1-98b0-44d9-869b-304541f6d7e2,2024-02-11,organic,IN
1ba1dc21-4316-4463-a080-a9c22bcd67d4,2024-01-28,referral,DE
49ea68a2-76d7-437d-849a-de25571264f1,2024-01-27,organic,US
7ee1ef30-8682-4baf-b483-54d68cf85a38,2024-02-06,referral,GB
36ff5da9-a2f1-4120-b161-b87750dd0cdc,2024-01-31,paid_search,US
d38d0d3e-2754-4da1-8dfa-c1d968002703,2024-02-08,paid_search,IN
000348cc-e456-494d-823d-15b690086952,2024-01-28,organic,US
555086b1-b430-43ac-88f0-0abf3c75c41f,2024-02-02,sales,US
ec060298-028e-47ec-831a-d8733baad3be,2024-01-25,paid_search,CA
daf1169e-59c8-4593-a94e-42f9562c2bbd,2024-02-02,sales,IN
2613bc4a-f451-46aa-9704-9d9beeba7210,2024-01-23,paid_search,GB
f822b176-831c-49fe-8dd2-bb07b25144df,2024-02-01,sales,CA
499ce2cf-a986-4b00-9432-c847dfd60ad9,2024-02-02,paid_search,GB
af16f050-4229-4ad5-95e0-0771d84927a2,2024-02-04,sales,GB
e78115dd-0168-42b6-9e03-4649b0426b2c,2024-01-28,sales,IN
e55eb755-b6f5-463e-9fe2-cf3de8224e09,2024-02-02,sales,US
558d61d9-e2c7-45fe-9b77-705aa9264899,2024-02-03,paid_search,CA
14471f38-0211-447e-abe0-f4dc5e8aee44,2024-01-22,organic,GB
8bde8869-a3a7-43f1-a5f9-c4471b80a14b,2024-01-27,organic,IN
a352ba50-f4ce-4d45-a3d1-1f650d86dc8f,2024-02-08,paid_search,IN
69edb2ce-54a2-47f9-acc3-1436a9d3bda3,2024-02-05,paid_search,US
75a50359-e6d3-43ab-9ab3-bb83064668b9,2024-02-01,organic,US
54c6a2d7-b48c-473a-baf7-5aa0dcd1065f,2024-01-25,paid_search,US
55af1e1a-4fc8-4eb5-bc23-0d1e5be15732,2024-01-27,organic,GB
cea53ac0-7c8b-4bc7-b45a-c0c202ef6f2c,2024-02-02,organic,IN
ce14c716-e8ba-4c0f-a4e0-942b4ccce9ff,2024-02-09,paid_search,GB
a2438ebd-4c20-40ee-9eee-47e204fbc594,2024-01-30,sales,CA
72225924-fa85-4ce4-8a09-838bd97d50f7,2024-01-27,paid_search,IN
1b1fad27-3ff4-46bf-8101-b5e4c990b0f7,2024-02-07,sales,CA
0861afe2-83ef-40aa-946d-38dfc8ac144d,2024-01-25,sales,DE
eda404fb-f571-42a3-8afe-51c8d1349144,2024-02-11,paid_search,US
00c93dcd-d9eb-4999-a400-e58201b63707,2024-02-01,organic,DE
1f0905a3-2645-418d-9aed-d0d39b5a5e64,2024-01-24,referral,DE
cb6ba945-1835-468e-be16-f85f6e197f42,2024-02-07,sales,DE
8f56bae3-cc38-44bf-8628-6d1d1ad112c8,2024-02-03,organic,US
f28b9f35-e102-40f3-9981-c01078840341,2024-01-29,organic,DE
68d2f957-db09-4432-8445-b25cb2ee7df5,2024-01-31,referral,US
4b38c974-380f-405a-8a6f-6a859568de6b,2024-02-05,paid_search,CA
424dd255-a66a-4466-9d62-cd78b03f7c0a,2024-02-03,paid_search,IN
db07037b-b3c1-4dd7-9c67-525ea52ac390,2024-02-08,sales,CA
eff3ed6b-a27f-4348-80fe-23d21ca9b20e,2024-01-29,sales,CA
fa720eaa-3e5f-435d-b191-b0c92ed1be6a,2024-02-01,referral,DE
8510eaae-af66-4c76-80f6-cccee0b525a9,2024-01-30,paid_search,US
20973b58-faa6-4796-924c-b9827d84d66e,2024-01-27,sales,IN
82fb4f89-4107-4bbd-8910-db4fee0a575b,2024-01-14,organic,US
d8a70623-8b5b-4609-8cde-df82cad6f4e4,2024-02-06,organic,US
a9f5bcf5-d32d-4a86-81fa-36572c4383b5,2024-01-24,paid_search,CA
89ca2f98-48df-471c-9ab4-5406061558e5,2024-02-05,sales,DE
56c5f4d7-0b1b-44f2-bfb2-885d3669557c,2024-02-02,sales,CA
3be2beb9-5232-43f5-ad1c-64a9aab2af19,2024-01-19,sales,US
081ddbb9-e7f3-4eb1-b1e4-4c159e6b229d,2024-02-01,paid_search,DE
a513cf0e-6971-4df2-bbb4-48739536ca5b,2024-01-31,organic,DE
5b50d22a-4608-42f5-83db-4161b4769ff0,2024-02-05,referral,DE
19e8b03c-2224-413a-bbc4-a06acfbb3bec,2024-01-30,referral,DE
7a636bdf-10a1-4e6c-aefa-8b221929c767,2024-02-06,sales,CA
38c3172f-f812-45fa-9d02-f4899910f5fd,2024-01-29,paid_search,GB
9daee10c-5cd4-419e-8cc8-d70fc2943cb7,2024-01-24,paid_search,US
c03d937c-7589-4b17-bef5-dd0100520690,2024-02-01,organic,GB
03439d0c-378f-4358-b31a-5b8ad40e5429,2024-02-03,organic,US
fbe050bf-cdaa-496c-8da1-e0272fbfb95d,2024-02-01,sales,IN
f035643d-8934-497a-840d-ee54b6c65fc8,2024-01-30,paid_search,US
2f3299b4-a7ab-4b19-9b0b-68c98b589336,2024-01-29,organic,CA
307fe25a-02d2-4596-8803-ecfff8890513,2024-01-18,organic,IN
447cb92f-79ce-4cd0-849a-9735860145b3,2024-02-07,organic,CA
174df8bd-6d38-496c-960d-2f0af8de1dc1,2024-01-31,sales,US
89c6c592-bec6-4bb5-9220-36f18df874b2,2024-01-31,paid_search,IN
50899191-5461-417b-a604-728da289895b,2024-01-25,organic,IN
cee0d069-18ad-4c8e-b1b6-bd54ba7f1d7c,2024-01-29,organic,DE
ac1885b9-4a9e-4c71-9f3e-1d3283597e70,2024-02-02,referral,GB
1eb89d3e-53f7-4737-8023-40628a1be0eb,2024-01-29,paid_search,GB
c330aff3-f58d-4f0b-b71f-d048d34c1b95,2024-01-31,paid_search,GB
323b68b7-11bf-499e-9c1e-99db1faa652f,2024-02-03,sales,CA
b24d5270-eef9-44a7-a1e7-2e52b0cac38f,2024-01-21,referral,DE
45afab20-1df6-45f4-8b76-6a6e6be6025e,2024-02-11,referral,US
2c0d7a71-56ef-4f53-957b-dbcc54dde93c,2024-01-29,organic,DE
a57c0be9-24e9-4499-a8d9-ef7f8af80dfc,2024-01-30,organic,US
e14ea7c3-235b-43be-bad8-03df420109a4,2024-02-11,paid_search,IN
2bb4a155-fe8b-4006-983f-142d9bf09cfd,2024-01-25,referral,CA
1639e39e-d039-4832-be05-42be2c7a1b6b,2024-01-23,referral,US
8e3f15b9-3955-49fd-9ffa-265f6aa8babd,2024-01-22,paid_search,GB
1ba29bb2-6c35-45dc-b5c9-81dc0c42439a,2024-01-21,referral,CA
7471bd47-0f56-453d-9a24-4645d3c85621,2024-02-06,sales,IN
cbf6f1e2-208b-4ef4-84f5-2120665b6049,2024-02-06,referral,IN
9566d5fe-16c7-4f4b-aede-c2ebe3e9d95b,2024-01-23,organic,IN
504fd88c-ee94-454b-80d9-79efbcb182a4,2024-02-02,referral,US
fdbd4e47-9e8b-4e9e-b728-6aaaed037c56,2024-02-04,paid_search,GB
9b2e9ef5-e81a-4550-90e8-34efeed1d71c,2024-01-27,organic,US
2950d010-300c-4b30-acdf-f7145f63130e,2024-02-04,paid_search,GB
d9555e7c-f1b6-4ab3-abfa-e9949835f1b2,2024-01-29,referral,IN
ed0b0798-5542-4492-9887-0fcbf3693121,2024-01-28,paid_search,GB
9189f214-f454-446d-886a-12118822701f,2024-02-07,paid_search,GB
9b185071-de81-44d6-a18c-5f01fa89cf26,2024-02-04,sales,GB
5ba53c71-dfbb-4a4e-9fe5-3b13b6423af3,2024-01-23,organic,US
3bd8a01a-69e4-4881-86a5-94f4a5b50fa5,2024-01-31,sales,GB
a724c334-1cd3-4818-9c49-4114cb4c69a0,2024-01-28,organic,US
19a5fa80-69a6-4042-b9f1-7380f02b5b68,2024-01-29,referral,CA
1fd06e95-b3ac-4291-886a-66a1ce2610cf,2024-02-09,referral,CA
294ca9fc-fbb8-4936-8635-4e01dbb241e4,2024-01-28,sales,IN
59b79c91-8049-446a-a99f-9f565723e57d,2024-02-12,sales,IN
1dc0046e-9b5f-41e1-9ca1-c49673892f0b,2024-02-02,organic,US
0fd1e489-df82-486a-a3f6-016531c7282b,2024-01-27,organic,CA
060b74cd-d290-446b-9b8a-3ff441d796a0,2024-02-03,organic,GB
b7ee0663-0686-434f-80cb-4dff38ead5b1,2024-02-05,paid_search,DE
d6b0fb1b-86a1-47ae-8cf6-b183a2f1d25f,2024-01-22,paid_search,US
18d4734f-1d80-4027-8a25-18b041d2fca0,2024-01-20,referral,GB
198a8829-e055-4f41-abaa-18cb47e2e9d8,2024-01-30,organic,GB
46733a58-89a2-4f83-8291-de68e8013a94,2024-01-28,paid_search,CA
9abb0481-42bf-4cd6-858d-48b67805cc92,2024-01-24,organic,GB
6a861b22-0774-43d0-a66a-1476d0b0296c,2024-02-02,sales,IN
5107b07d-0aa9-482c-ae9d-c861c8c820fd,2024-01-22,paid_search,CA
fd16dce6-de18-4796-bc99-7eaa77ab1bde,2024-02-03,paid_search,CA
45219df5-6ce3-4153-92a0-9e65ac4b73ed,2024-01-29,sales,US
2dfd8e44-5d9c-40c9-9588-0ee0637deb86,2024-01-29,paid_search,GB
e82c84a4-7a3b-4e19-8fe7-579e4342d8c7,2024-02-05,sales,CA
0cc6c301-6770-4b0a-8e79-a86a1ebe2898,2024-01-30,referral,CA
c16d8be9-7833-42a7-843f-bbd8bc0d20ca,2024-01-23,organic,DE
46e8d3fb-08d7-42d1-b9e3-7e2957272141,2024-01-20,organic,DE
18773655-7642-48f9-9d67-bed260ed1805,2024-01-23,paid_search,CA
a8cf709f-e53a-4a2e-8314-d144aae31f02,2024-02-04,sales,GB
b91cc1ef-73fd-43fa-bc92-d3f9af643257,2024-02-14,referral,CA
7e6ed105-5252-4ddc-bbb4-60ad2ba9c6c1,2024-01-27,paid_search,US
7b9d18f5-966b-464f-ab4e-597757f23781,2024-01-21,paid_search,DE
02d76f88-7fb7-4423-8328-9b8dc2fa5123,2024-02-02,referral,GB
4dae72ef-d770-431e-961f-6ea31f856926,2024-01-30,organic,GB
0f51fd01-24aa-47aa-81ef-6e5a6c7358fb,2024-02-01,referral,IN
0e9a782e-7d71-4678-8a88-77cba8687970,2024-01-18,sales,IN
bf4881d0-9bce-4f01-a1a7-1c38a4c49e52,2024-01-30,referral,US
ff8184f3-4ec4-4f1a-8d31-b12545dae632,2024-01-27,organic,GB
409e7264-828b-4088-a27e-2696ff5ec624,2024-01-30,paid_search,IN
86941a5b-02bf-4685-9351-74891787d3ef,2024-02-01,referral,US
7be429ea-9341-406f-bfd4-2f253ec2a88c,2024-02-03,organic,IN
d0610dca-deee-4c76-a48c-58e5bd533a50,2024-01-28,sales,GB
1af1e0ce-1eb0-432c-b54c-fb2e8b569776,2024-02-03,referral,DE
4690bb3a-3cc4-4a15-a19a-11188f456e52,2024-02-12,organic,DE
f61ba3ef-e32e-4120-afcd-f6b1d939e37f,2024-02-02,paid_search,GB
7b062f6d-ce29-4492-bffa-2cf5d06e14be,2024-02-10,organic,DE
946e3a8d-0e62-4674-8cd6-1492dfd9ec10,2024-01-18,organic,IN
86c83b33-e6d1-4525-b163-82bbee57018e,2024-01-29,paid_search,GB
dcfce9e2-48c9-41b6-bda3-90d0ede4d898,2024-02-01,sales,US
40b43e8d-3a92-4e21-b5f9-1d6074c78620,2024-02-06,referral,IN
edac89d4-9319-41ee-b2d0-77abd1ddb306,2024-01-30,referral,US
ca7eea5b-199a-47ee-8df2-561bfae4b49e,2024-02-07,referral,IN
daebfde9-3563-4a25-adf1-762d8c5e3481,2024-01-30,referral,DE
ada8a77b-7e8b-4a93-9260-f84233994126,2024-02-13,referral,DE
3c0b1717-0bb7-4bd6-81c3-c60913d36e8e,2024-01-26,referral,IN
e621b722-3e91-4576-9864-55ef9ea552bc,2024-02-02,paid_search,CA
3c14c1b8-ec84-4ef3-8139-365b9eb97d4a,2024-01-23,sales,DE
5a2b948a-e520-4f7b-baca-73402d81455c,2024-01-31,paid_search,IN
f5418020-c2f5-41af-a4d3-95a10ec16522,2024-01-31,referral,DE
f6206629-2120-4f71-bf8b-ed5e70add031,2024-02-01,organic,GB
ca508bc9-55a2-4267-8cf2-e295314f9137,2024-02-07,referral,CA
74bb5950-54dd-48f4-b633-a07556171169,2024-01-24,sales,IN
ffdfbf24-340f-43b4-9c3f-32dd73682b18,2024-02-04,referral,DE
038686c8-96ac-4234-ad46-2480ebbde7a9,2024-02-03,sales,DE
08fda8fe-9a1d-42dc-972f-9f59d68901a9,2024-01-24,paid_search,IN
1e08aad1-ffd7-41b7-9b01-16f8e9af4e4c,2024-01-28,sales,CA
8937a6b4-e1f5-4ac6-bd22-e579a064956b,2024-01-29,organic,GB
b86b45da-3bf4-427f-8b07-2f09fa547c33,2024-02-09,referral,US
798fc4c7-d478-4d3a-bd88-a966ff2befaf,2024-01-31,paid_search,GB
a80cad5c-df58-4726-a227-0bb35a8766cb,2024-01-29,paid_search,CA
37096b36-ccdb-4959-8364-55136214f24a,2024-01-31,paid_search,US
2ff3ff58-125b-4dbf-98e4-7444f2e3068d,2024-01-31,organic,CA
b95fd996-cc96-43b7-8b56-8bf6dd79f3a9,2024-02-02,sales,IN
46c2bf9c-aed4-445d-95d0-c0127ae4b5e1,2024-01-21,organic,DE
1a0916e9-19c8-4801-819d-a1594ef10cb4,2024-01-24,sales,IN
5a5f849d-7b9d-4e46-aa10-c7f2c84efaf3,2024-01-24,paid_search,DE
4172200b-255a-4fe9-b82c-2253c6dc00a2,2024-01-25,sales,DE
cd49c544-6a89-4dab-97bd-c812a29946ea,2024-02-08,paid_search,CA
d66d0dbf-3f4c-42f3-b3b6-4884ab281dcb,2024-02-03,organic,US
e4cd8e9d-ba8c-4d1b-8cf4-5891a9e7bdbb,2024-01-25,sales,CA
fb681f66-51dd-4a8f-977d-9ae29dd981fe,2024-01-25,paid_search,IN
7180f284-d157-4c7c-acac-2d63b4a24a0f,2024-01-25,sales,US
ad571ce9-098f-4d7b-a8f1-cea762727c39,2024-01-23,paid_search,US
9b824226-83d7-4abd-a21a-a69178c62e1a,2024-01-26,sales,CA
78e8b952-4cf0-4e06-b14d-077af05daa64,2024-01-31,sales,IN
29628a6f-12ea-4915-b1ab-34fee3be2b65,2024-02-02,referral,DE
df804953-20c9-4b14-b414-79426a8b6cf7,2024-01-20,sales,IN
46917f56-445d-4ae9-ae73-10a5573aa964,2024-02-05,sales,CA
cc65a891-dbbf-40d2-bfd5-bafb16839e02,2024-01-25,sales,DE
0a35640b-ddb8-4ce0-9be0-c3406372a808,2024-01-29,referral,CA
f000bda5-ac47-4ba1-ad66-359d7bc3687f,2024-02-02,referral,IN
9753755e-1e22-4a69-b1ea-bdfbc28f71af,2024-01-30,sales,CA
649a24d6-fcae-42e3-b472-3f9ca4d76c31,2024-01-31,referral,DE
8867c1e6-d556-402d-8202-f9bbdd93cf8d,2024-01-23,organic,GB
ab34ad7e-a279-41e3-8d0f-8f4875df85f1,2024-01-31,paid_search,GB
b475042f-b75a-4f53-b162-70adf627e98e,2024-01-27,referral,GB
6c710335-0869-4194-b6b1-494b59131167,2024-01-26,organic,CA
e11289c6-c9a5-4162-88b3-f81fc2903d62,2024-02-01,paid_search,CA
2a6f42e6-194f-4be0-bc13-dc4bbf30d356,2024-02-05,sales,CA
94765152-9037-4164-a248-c7c4bfc8eb05,2024-01-22,paid_search,US
5915c1df-90c6-433a-a533-8fd5efd7b18e,2024-02-01,sales,DE
6ca1786d-4a86-4a55-9725-f1e330819201,2024-01-30,referral,IN
137acfa1-acf2-466a-9e91-e32861a19674,2024-01-27,sales,DE
76823345-8567-47e0-af0c-941b4a5abc8c,2024-02-02,organic,CA
936ecd27-ef12-4baa-a8fa-288f6100b32b,2024-01-29,sales,DE
1853fb3e-d58b-4334-9f67-8905828b86b9,2024-02-02,organic,IN
6803c2eb-9f33-40a3-9878-ddca8a5e7eee,2024-01-23,sales,DE
da8aebfa-4960-43a3-b756-46c8b3ed488e,2024-01-27,organic,GB
6775ed83-f830-4dce-9a2b-b1dac1aae7cd,2024-01-25,referral,DE
9258429e-5ec9-463c-833d-f7a2e1a08558,2024-01-21,sales,IN
d03f1a7c-6f07-4104-ab4b-1e3d1e39f0c3,2024-01-23,paid_search,DE
ca500ba5-c679-4533-b975-61d7cd0caa5b,2024-02-06,paid_search,GB
880cbeee-6871-445f-8ea2-92f4bdbbb2f1,2024-01-25,sales,DE
479fe390-fd67-48c8-a130-4a0903167084,2024-02-10,organic,DE
8e1ca7c2-c09e-4353-9017-7ef15d2d316e,2024-02-01,referral,DE
0e86c1cf-2640-4cb2-8020-296b5639af40,2024-02-05,paid_search,DE
ffa98f5a-e445-447a-a72e-d519d11b6221,2024-01-28,paid_search,IN
60c877a9-4951-4d5d-b80f-453ea2efcd23,2024-01-31,organic,DE
77a4f1d1-3657-473e-8a3b-a9cfbfed42b1,2024-01-23,organic,US
ac6811b0-c908-4989-b373-a4b5c7601b21,2024-01-27,sales,CA
be107979-3d42-4c28-a359-34a3cadf18a6,2024-01-24,sales,CA
c7d3dae5-adc8-4b7b-ba0a-fa90ba038f86,2024-01-31,organic,GB
9fd688b9-4458-4f05-8698-b16e8eaf3d00,2024-01-28,sales,GB
62db10ff-a58f-4a3e-9129-80162f70ec7c,2024-01-28,paid_search,DE
aae9264f-ca3e-4932-9556-f67661ac4a6e,2024-01-27,referral,GB
5750538e-52a3-42ba-a1a9-855308912c73,2024-02-04,sales,GB
97b1945f-3587-4951-b29f-4facd6335585,2024-01-30,sales,GB
1ffb66a9-e0fa-4d46-9bbe-09908d60741c,2024-01-24,organic,DE
7f349a2b-4e80-4380-a014-e5b5d2063b44,2024-02-11,organic,IN
5fe05a0a-d556-461c-9183-49e734e20d40,2024-01-21,organic,GB
85598e87-54b8-463b-9d64-731a949a1d0f,2024-02-01,paid_search,US
8aa7fbd1-a03c-44cd-b37b-8ed80f410431,2024-01-24,organic,US
02089cc2-7302-4c60-8f1c-47924ac2136f,2024-01-26,paid_search,CA
f299db06-bc5e-4130-b86d-e19438d60a03,2024-01-25,organic,IN
39aa6393-ad24-496e-ba6f-681ceca40c57,2024-02-03,paid_search,CA
a78a6ece-3c76-4ae5-9496-ca7685efe58d,2024-01-29,paid_search,DE
f5bf1f1f-2e35-47c0-b5ff-c9808683813c,2024-01-29,organic,IN
20eb78fd-3056-4dba-8012-d9f8ee00cd10,2024-01-30,paid_search,DE
a2d41777-a40a-4c51-b939-1c68da09eccc,2024-01-30,referral,GB
09b92693-dbfb-4ba3-9c3e-d80703006574,2024-02-04,paid_search,IN
0895a38e-783b-46d5-be53-353073265b42,2024-01-29,organic,CA
1bd9b02f-b458-40c4-92be-9d17805fd738,2024-02-09,referral,US
b81005ff-74ff-4cc0-b6f5-c97aeea94045,2024-02-02,organic,GB
aa1be737-3164-4d82-bba3-1fe24609d3f9,2024-01-24,sales,DE
9c649433-7aba-4f2f-b2ed-516f276f635c,2024-02-02,paid_search,US
9682f5c1-d8b0-4f2a-a463-a3235b73c401,2024-02-08,paid_search,US
a251a8b0-b5c9-415e-b2af-ffd554e0e5af,2024-01-24,referral,IN
dcacb7e2-cbc3-4215-a920-0ac72cce88bd,2024-01-27,organic,IN
8f03a5ac-d598-4089-9c5b-c30d0a150d52,2024-01-28,organic,GB
d65ad09a-2362-4615-8ea9-3fc2cd523ee6,2024-01-23,sales,GB
a1812ba9-b1d2-47ec-bdfa-5069ec6834da,2024-01-24,organic,IN
9dc2f119-5b7c-46d1-bee9-df416c2a113f,2024-02-05,referral,US
cbb2d0fe-ccff-441b-a192-c01addbd8f80,2024-01-26,sales,DE
5e39a504-3a7a-4a99-bf7d-2c34d009fa55,2024-02-04,organic,DE
b60442e6-9eec-4b16-990f-e139f56b2f8f,2024-02-03,referral,DE
4750deef-c669-4024-aef6-4fd83f77db6d,2024-01-27,paid_search,DE
20b928b3-dd14-4640-b91d-162f5e392316,2024-02-01,paid_search,IN
94127366-9e8f-4065-b351-c67d8c68488d,2024-01-30,referral,IN
24f030d1-c9e2-4ef6-b210-3cb52289743a,2024-01-24,sales,DE
9f01f604-9d51-4268-b911-a15537d8c0c7,2024-01-31,sales,IN
ce78ce09-38c2-4d15-9f4b-cbb5ead961fa,2024-02-10,referral,GB
82ce4f33-9857-4754-9583-dada7dca41ac,2024-02-03,paid_search,US
41e5e157-d1c3-43a6-9a6f-9555afb1ca34,2024-02-01,referral,DE
9b97a32e-ac2e-4298-9b1c-0ae9058ee7cf,2024-01-30,paid_search,DE
e7d8888c-60bb-4756-94e3-02a1ffc6bded,2024-02-10,sales,GB
c03b8825-ac8e-4e7b-ac58-653e526cb370,2024-01-30,organic,DE
a7804a55-1813-4678-97ed-0cb145fb6485,2024-01-24,referral,CA
9a43dc12-fb34-45d4-81c9-d4a9ea49c181,2024-02-07,sales,CA
f6cd6454-cb5d-4d48-93cf-91be21fca486,2024-02-01,referral,GB
4e48c6f7-0ade-4121-94c6-15b32f7b5b02,2024-01-19,referral,GB
4b553be1-a795-4569-9284-72ade5b9668d,2024-02-05,referral,IN
a10ea895-a20a-47be-b971-4d6deed910b9,2024-01-28,organic,IN
2d96783f-0501-4327-86a1-13caa9344279,2024-02-01,paid_search,US
88c3b0fb-7164-4b3c-a2bd-1b727db12052,2024-01-28,paid_search,DE
611c0569-02bf-4ca5-bcb1-46c29b4cf43f,2024-02-04,sales,IN
1a228f33-f745-4341-b2f0-19de9b4b396d,2024-01-26,paid_search,DE
abce59a6-f914-4505-a86d-1c4895749bc0,2024-01-24,sales,DE
5ba0b34f-cca2-453f-ab22-15c992f3a991,2024-01-31,organic,US
71c80436-8873-43a1-8e27-44ef6218a78d,2024-02-09,referral,CA
98678873-c6f1-4bee-988b-7aa53daac391,2024-02-01,sales,CA
37e22a2b-c824-42b2-847f-38ca1bb1cd74,2024-01-24,referral,IN
e72abe0e-aee2-4e17-8fa6-a4358c15cec9,2024-01-31,referral,DE
f8863f52-03da-4356-aa64-bf4f7d2ef5a3,2024-01-21,referral,DE
1da6714d-eb15-4d13-beab-467af83fecbc,2024-01-26,referral,GB
